coordinata x	coordinata y
0.333000 0.257000
2.288495 0.846070
-2.705232 0.471498
-0.872609 0.761495
2.276759 1.712793
0.095926 -2.873964
1.624906 0.913400
2.411416 0.501082
-1.099382 -0.569869
-1.048256 -1.437051
2.508650 1.032328
-1.568944 -2.700732
0.288456 -0.394816
1.780239 1.221526
-0.147484 2.727834
0.438924 -0.926204
-2.483297 -0.163454
0.659422 0.062297
1.490788 2.045037
-0.340376 2.241989
-2.079939 -1.204558
0.231802 -0.820846
-2.044896 -2.265500
-2.897008 -0.934899
-1.477237 1.869822
-0.004096 2.193575
-1.140137 -1.489473
2.556635 0.010447
-0.715658 -0.809526
-0.844399 1.307569
-0.101963 0.108081
1.609542 -0.213516
1.816685 -2.257687
1.750809 -1.036463
0.147482 2.998339
0.551059 0.799055
-1.670192 -2.362167
-0.786168 -1.056912
-0.112722 -0.185815
1.267321 0.815271
0.522644 2.648665
0.539622 0.181458
0.893321 0.524053
-1.143783 2.379449
1.170527 0.928585
-2.067144 -2.152572
-2.424194 0.297771
-1.499385 -0.586836
0.115204 -0.829204
-2.242216 -1.434431
1.134429 -1.441418
-0.771312 -1.076747
2.777477 -1.130377
-1.233375 -0.662747
0.746452 -2.615084
-0.024313 -1.382874
-0.130049 2.595703
-2.191592 -0.776775
0.533690 -2.499021
1.645561 1.422850
1.256178 -1.926894
2.303300 2.089392
2.518018 -1.331932
0.567766 1.515741
2.742705 -1.442538
0.097180 0.782038
1.069736 -0.017170
-1.968267 -1.070292
-0.208660 -0.093960
-1.406970 2.332237
0.386544 -0.372468
2.314779 2.058386
0.272579 -0.509868
-0.372506 2.310538
-2.499218 -1.160505
-1.911821 0.591446
0.159620 -2.072290
2.518062 1.904582
-1.303908 -2.697080
1.036694 1.006328
-0.105094 -2.501602
2.872004 -0.471370
-0.936790 2.659506
-0.966419 0.354704
2.164098 1.944734
-1.175284 0.176194
-1.661538 -2.389660
-1.010029 1.321195
1.277444 -1.804115
-2.805204 -0.430875
-0.982436 1.109134
-1.078218 1.249056
-0.951473 -1.699196
0.812790 1.149918
-2.373651 -0.196435
-0.521456 -1.477464
0.103411 -2.341324
2.560876 -0.081278
0.322123 -0.869908
2.238454 1.133845
-0.816283 0.880031
0.783451 0.526806
-2.259379 -2.256624
-2.498748 -1.345890
1.982407 1.660666
1.376661 -1.031079
-0.283053 1.141412
-2.436743 -1.997240
-0.405229 -1.346844
-2.583928 1.940014
1.422226 2.088606
-1.043423 -1.555021
-0.309477 1.859844
1.726369 1.475636
0.842273 2.563949
1.705191 0.417976
-2.393640 0.824373
2.002588 -2.358387
-1.884892 1.383406
0.832183 1.276662
0.050147 -0.466221
-0.497037 2.080897
-0.191562 -1.935374
-2.349521 0.221855
0.338808 1.065678
-2.739034 1.190500
-0.440805 2.861027
0.806616 -2.554530
0.641642 -1.632678
1.664812 -2.204082
1.365816 1.510821
-1.149590 2.004695
2.373962 -1.782461
0.676429 -0.212167
1.454030 1.530203
-2.839125 0.545494
-1.503922 -1.700450
-2.094711 -0.263637
-0.213036 -0.940057
-0.240669 -0.636503
-1.816146 -0.032791
1.490455 -2.729018
